item_id,capitulo,titulo,dado_original,ano_dado,trecho_contexto,tipo_indicador,pode_atualizar,prioridade,motivo_atualizacao,fonte_original,url_original
hsia-5530051a0940,11,"China pode ajudar Brasil a enfrentar tarifa dos EUA, mas país deve ampliar parcerias",25%,nao_identificado_no_conteudo_disponivel,"A disposição da China em ampliar a cooperação econômica com o Brasil pode fortalecer a posição brasileira diante da ameaça de uma sobretaxa de 25% sobre produtos exportados aos Estados Unidos, avalia Hsia Hua Sheng, professor de Finanças Internacionais da FGV-EAESP.",comercio_brasil_china,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",CNBC Brasil,https://timesbrasil.com.br/mundo/china-pode-ajudar-brasil-a-enfrentar-tarifa-dos-eua/
hsia-f719d6f9027a,11,China surpreende mercado com corte na taxa de juros,10 pontos-base,nao_identificado_no_conteudo_disponivel,O Banco Central da China surpreendeu o mercado nesta segunda-feira (22) ao decidir cortar a taxa de juros em 10 pontos-base.,juros_credito,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Money Times,https://www.moneytimes.com.br/china-surpreende-mercado-com-corte-na-taxa-de-juros-jals/
hsia-bd6325688e01,11,Mercado refaz contas com novo sobressalto da China,50%,nao_identificado_no_conteudo_disponivel,"A moeda chinesa pode perder até 50% do seu valor, arrastando junto a maioria das moedas emergentes.",rmb_cambio_reservas,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,http://www1.folha.uol.com.br/mercado/2016/01/1727162-mercado-refaz-contas-com-novo-sobressalto-da-china.shtml
hsia-4ce1eb628895,11,"O mito da desaceleração da China: Por que a “fragilidade” econômica é, na verdade, um salto para a autonomia tecnológica","4,5%",nao_identificado_no_conteudo_disponivel,"Entenda as metas de crescimento da China entre 4,5% e 5% e o que isso significa para a economia global e suas análises.",atividade_precos,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Money Times,https://www.moneytimes.com.br/o-mito-da-desaceleracao-da-china-por-que-a-fragilidade-economica-e-na-verdade-um-salto-para-a-autonomia-tecnologica-ceci/
hsia-4ce1eb628895,11,"O mito da desaceleração da China: Por que a “fragilidade” econômica é, na verdade, um salto para a autonomia tecnológica",5%,nao_identificado_no_conteudo_disponivel,"Entenda as metas de crescimento da China entre 4,5% e 5% e o que isso significa para a economia global e suas análises.",atividade_precos,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Money Times,https://www.moneytimes.com.br/o-mito-da-desaceleracao-da-china-por-que-a-fragilidade-economica-e-na-verdade-um-salto-para-a-autonomia-tecnologica-ceci/
hsia-0b0906f80fcc,11,"Trump vê que negociação pode levar a um ganho maior do que tarifa unilateral, diz VP do Bank of China",10%,nao_identificado_no_conteudo_disponivel,"O presidente dos Estados Unidos, Donald Trump surpreendeu o mundo com a revelação de que sua intenção é aplicar uma tarifa de 10% para produtos importados da China, já que durante a campanha, prometeu taxa de 60%.",comercio_brasil_china,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Money Times,https://www.moneytimes.com.br/trump-esta-vendo-que-uma-negociacao-pode-levar-a-um-ganho-maior-do-que-uma-tarifa-unilateral-diz-vp-do-bank-of-china-grds/
hsia-0b0906f80fcc,11,"Trump vê que negociação pode levar a um ganho maior do que tarifa unilateral, diz VP do Bank of China",60%,nao_identificado_no_conteudo_disponivel,"O presidente dos Estados Unidos, Donald Trump surpreendeu o mundo com a revelação de que sua intenção é aplicar uma tarifa de 10% para produtos importados da China, já que durante a campanha, prometeu taxa de 60%.",comercio_brasil_china,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Money Times,https://www.moneytimes.com.br/trump-esta-vendo-que-uma-negociacao-pode-levar-a-um-ganho-maior-do-que-uma-tarifa-unilateral-diz-vp-do-bank-of-china-grds/
hsia-559b96715b41,13,Brasil aposta no yuan para emitir títulos: medida pode gerar atritos com os EUA?,6%,nao_identificado_no_conteudo_disponivel,"comércio mundial, atingindo 6% das transações.",comercio_brasil_china,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Sputnik,https://noticiabrasil.net.br/20260622/brasil-aposta-no-yuan-para-emitir-titulos-medida-pode-gerar-atritos-com-os-eua-51549498.html
hsia-559b96715b41,13,Brasil aposta no yuan para emitir títulos: medida pode gerar atritos com os EUA?,82%,nao_identificado_no_conteudo_disponivel,"Ainda assim, a moeda chinesa está bem distante do dólar norte-americano, que possui uma fatia de 82%.",participacao_mercado,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Sputnik,https://noticiabrasil.net.br/20260622/brasil-aposta-no-yuan-para-emitir-titulos-medida-pode-gerar-atritos-com-os-eua-51549498.html
hsia-559b96715b41,13,Brasil aposta no yuan para emitir títulos: medida pode gerar atritos com os EUA?,"R$ 56,7 trilhões",nao_identificado_no_conteudo_disponivel,"Aliado a isso, o especialista lembra que a China tem o segundo maior mercado de capitais do mundo, com capitalização superior a US$ 11 trilhões (R$ 56,7 trilhões), ficando atrás apenas dos Estados Unidos.",indices_mercados,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Sputnik,https://noticiabrasil.net.br/20260622/brasil-aposta-no-yuan-para-emitir-titulos-medida-pode-gerar-atritos-com-os-eua-51549498.html
hsia-559b96715b41,13,Brasil aposta no yuan para emitir títulos: medida pode gerar atritos com os EUA?,US$ 11 trilhões,nao_identificado_no_conteudo_disponivel,"Aliado a isso, o especialista lembra que a China tem o segundo maior mercado de capitais do mundo, com capitalização superior a US$ 11 trilhões (R$ 56,7 trilhões), ficando atrás apenas dos Estados Unidos.",indices_mercados,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Sputnik,https://noticiabrasil.net.br/20260622/brasil-aposta-no-yuan-para-emitir-titulos-medida-pode-gerar-atritos-com-os-eua-51549498.html
hsia-476697f7d4cb,13,Brasil e China atuam por desdolarizacao em meio a pressao financeira dos EUA,5 bilhões de euros,nao_identificado_no_conteudo_disponivel,"Durigan relembrou a operação de abril, quando o país fez a maior emissão de papéis nacionais em uma rodada da história brasileira, captando 5 bilhões de euros (R$ 30 bilhões).",investimentos_financiamento,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/06/brasil-e-china-atuam-por-desdolarizacao-em-meio-a-pressao-financeira-dos-eua.shtml
hsia-476697f7d4cb,13,Brasil e China atuam por desdolarizacao em meio a pressao financeira dos EUA,R$ 30 bilhões,nao_identificado_no_conteudo_disponivel,"Durigan relembrou a operação de abril, quando o país fez a maior emissão de papéis nacionais em uma rodada da história brasileira, captando 5 bilhões de euros (R$ 30 bilhões).",investimentos_financiamento,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/06/brasil-e-china-atuam-por-desdolarizacao-em-meio-a-pressao-financeira-dos-eua.shtml
hsia-5c70064d4741,13,Brasil estuda emitir titulos de divida em moeda chinesa,"11,25%",nao_identificado_no_conteudo_disponivel,"A Selic, taxa básica do Brasil, está em 11,25%.",juros_credito,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2024/11/brasil-estuda-emitir-titulos-de-divida-em-moeda-chinesa.shtml
hsia-5c70064d4741,13,Brasil estuda emitir titulos de divida em moeda chinesa,"2,5%",nao_identificado_no_conteudo_disponivel,"Segundo ele, há opções com taxas de até 2,5% ao ano.",juros_credito,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2024/11/brasil-estuda-emitir-titulos-de-divida-em-moeda-chinesa.shtml
hsia-5c70064d4741,13,Brasil estuda emitir titulos de divida em moeda chinesa,R$ 16 bilhões,nao_identificado_no_conteudo_disponivel,"hões de renminbi (cerca de R$ 16 bilhões), com intermédio do Bank of China.",rmb_cambio_reservas,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2024/11/brasil-estuda-emitir-titulos-de-divida-em-moeda-chinesa.shtml
hsia-a49a857d8494,14,"Acordo pela reoneracao, empresas brasileiras vendem para China sem dolar e o que importa no mercado",350 milhões de yuan,nao_identificado_no_conteudo_disponivel,"o empréstimo transfronteiriço em yuan no Brasil ; Em dezembro, o Banco do Brasil captou 350 milhões de yuans (equivalente a US$ 50 milhões), na primeira operação em moeda chinesa feita entre instituições bancárias dos dois países.",rmb_cambio_reservas,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2024/05/acordo-pela-reoneracao-empresas-brasileiras-vendem-para-china-sem-dolar-e-o-que-importa-no-mercado.shtml
hsia-a49a857d8494,14,"Acordo pela reoneracao, empresas brasileiras vendem para China sem dolar e o que importa no mercado",US$ 50 milhões,nao_identificado_no_conteudo_disponivel,"o empréstimo transfronteiriço em yuan no Brasil ; Em dezembro, o Banco do Brasil captou 350 milhões de yuans (equivalente a US$ 50 milhões), na primeira operação em moeda chinesa feita entre instituições bancárias dos dois países.",rmb_cambio_reservas,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2024/05/acordo-pela-reoneracao-empresas-brasileiras-vendem-para-china-sem-dolar-e-o-que-importa-no-mercado.shtml
hsia-559b96715b41,14,Brasil aposta no yuan para emitir títulos: medida pode gerar atritos com os EUA?,6%,nao_identificado_no_conteudo_disponivel,"comércio mundial, atingindo 6% das transações.",comercio_brasil_china,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Sputnik,https://noticiabrasil.net.br/20260622/brasil-aposta-no-yuan-para-emitir-titulos-medida-pode-gerar-atritos-com-os-eua-51549498.html
hsia-559b96715b41,14,Brasil aposta no yuan para emitir títulos: medida pode gerar atritos com os EUA?,82%,nao_identificado_no_conteudo_disponivel,"Ainda assim, a moeda chinesa está bem distante do dólar norte-americano, que possui uma fatia de 82%.",participacao_mercado,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Sputnik,https://noticiabrasil.net.br/20260622/brasil-aposta-no-yuan-para-emitir-titulos-medida-pode-gerar-atritos-com-os-eua-51549498.html
hsia-559b96715b41,14,Brasil aposta no yuan para emitir títulos: medida pode gerar atritos com os EUA?,"R$ 56,7 trilhões",nao_identificado_no_conteudo_disponivel,"Aliado a isso, o especialista lembra que a China tem o segundo maior mercado de capitais do mundo, com capitalização superior a US$ 11 trilhões (R$ 56,7 trilhões), ficando atrás apenas dos Estados Unidos.",indices_mercados,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Sputnik,https://noticiabrasil.net.br/20260622/brasil-aposta-no-yuan-para-emitir-titulos-medida-pode-gerar-atritos-com-os-eua-51549498.html
hsia-559b96715b41,14,Brasil aposta no yuan para emitir títulos: medida pode gerar atritos com os EUA?,US$ 11 trilhões,nao_identificado_no_conteudo_disponivel,"Aliado a isso, o especialista lembra que a China tem o segundo maior mercado de capitais do mundo, com capitalização superior a US$ 11 trilhões (R$ 56,7 trilhões), ficando atrás apenas dos Estados Unidos.",indices_mercados,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Sputnik,https://noticiabrasil.net.br/20260622/brasil-aposta-no-yuan-para-emitir-titulos-medida-pode-gerar-atritos-com-os-eua-51549498.html
hsia-bd6325688e01,14,Mercado refaz contas com novo sobressalto da China,50%,nao_identificado_no_conteudo_disponivel,"A moeda chinesa pode perder até 50% do seu valor, arrastando junto a maioria das moedas emergentes.",rmb_cambio_reservas,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,http://www1.folha.uol.com.br/mercado/2016/01/1727162-mercado-refaz-contas-com-novo-sobressalto-da-china.shtml
hsia-5c70064d4741,15,Brasil estuda emitir titulos de divida em moeda chinesa,"11,25%",nao_identificado_no_conteudo_disponivel,"A Selic, taxa básica do Brasil, está em 11,25%.",juros_credito,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2024/11/brasil-estuda-emitir-titulos-de-divida-em-moeda-chinesa.shtml
hsia-5c70064d4741,15,Brasil estuda emitir titulos de divida em moeda chinesa,"2,5%",nao_identificado_no_conteudo_disponivel,"Segundo ele, há opções com taxas de até 2,5% ao ano.",juros_credito,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2024/11/brasil-estuda-emitir-titulos-de-divida-em-moeda-chinesa.shtml
hsia-5c70064d4741,15,Brasil estuda emitir titulos de divida em moeda chinesa,R$ 16 bilhões,nao_identificado_no_conteudo_disponivel,"hões de renminbi (cerca de R$ 16 bilhões), com intermédio do Bank of China.",rmb_cambio_reservas,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2024/11/brasil-estuda-emitir-titulos-de-divida-em-moeda-chinesa.shtml
hsia-139158b793c2,16,Brasil foi principal destino de investimentos chineses em 2025,"13,3%",2025,"Em 2025, projetos de energia (29,5%), mineração (29%), indústria automobilística (15,8%), petróleo (13,3%) e tecnologia da informação (6,3%) concentraram os investimentos de grupos chineses.",investimentos_financiamento,sim,media,"O indicador é temporalmente variável e está associado ao ano 2025; convém confirmá-lo na revisão da nova edição, sem substituir o valor original.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/05/brasil-foi-principal-destino-de-investimentos-chineses-em-2025.shtml
hsia-139158b793c2,16,Brasil foi principal destino de investimentos chineses em 2025,"15,8%",2025,"Em 2025, projetos de energia (29,5%), mineração (29%), indústria automobilística (15,8%), petróleo (13,3%) e tecnologia da informação (6,3%) concentraram os investimentos de grupos chineses.",investimentos_financiamento,sim,media,"O indicador é temporalmente variável e está associado ao ano 2025; convém confirmá-lo na revisão da nova edição, sem substituir o valor original.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/05/brasil-foi-principal-destino-de-investimentos-chineses-em-2025.shtml
hsia-139158b793c2,16,Brasil foi principal destino de investimentos chineses em 2025,"29,5%",2025,"Em 2025, projetos de energia (29,5%), mineração (29%), indústria automobilística (15,8%), petróleo (13,3%) e tecnologia da informação (6,3%) concentraram os investimentos de grupos chineses.",investimentos_financiamento,sim,media,"O indicador é temporalmente variável e está associado ao ano 2025; convém confirmá-lo na revisão da nova edição, sem substituir o valor original.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/05/brasil-foi-principal-destino-de-investimentos-chineses-em-2025.shtml
hsia-139158b793c2,16,Brasil foi principal destino de investimentos chineses em 2025,29%,2025,"Em 2025, projetos de energia (29,5%), mineração (29%), indústria automobilística (15,8%), petróleo (13,3%) e tecnologia da informação (6,3%) concentraram os investimentos de grupos chineses.",investimentos_financiamento,sim,media,"O indicador é temporalmente variável e está associado ao ano 2025; convém confirmá-lo na revisão da nova edição, sem substituir o valor original.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/05/brasil-foi-principal-destino-de-investimentos-chineses-em-2025.shtml
hsia-139158b793c2,16,Brasil foi principal destino de investimentos chineses em 2025,45%,2025,País registrou alta de 45% no valor aportado por grupos chineses na comparação com ano anterior,investimentos_financiamento,sim,media,"O indicador é temporalmente variável e está associado ao ano 2025; convém confirmá-lo na revisão da nova edição, sem substituir o valor original.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/05/brasil-foi-principal-destino-de-investimentos-chineses-em-2025.shtml
hsia-139158b793c2,16,Brasil foi principal destino de investimentos chineses em 2025,"6,3%",2025,"Em 2025, projetos de energia (29,5%), mineração (29%), indústria automobilística (15,8%), petróleo (13,3%) e tecnologia da informação (6,3%) concentraram os investimentos de grupos chineses.",investimentos_financiamento,sim,media,"O indicador é temporalmente variável e está associado ao ano 2025; convém confirmá-lo na revisão da nova edição, sem substituir o valor original.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/05/brasil-foi-principal-destino-de-investimentos-chineses-em-2025.shtml
hsia-476697f7d4cb,16,Brasil e China atuam por desdolarizacao em meio a pressao financeira dos EUA,5 bilhões de euros,nao_identificado_no_conteudo_disponivel,"Durigan relembrou a operação de abril, quando o país fez a maior emissão de papéis nacionais em uma rodada da história brasileira, captando 5 bilhões de euros (R$ 30 bilhões).",investimentos_financiamento,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/06/brasil-e-china-atuam-por-desdolarizacao-em-meio-a-pressao-financeira-dos-eua.shtml
hsia-476697f7d4cb,16,Brasil e China atuam por desdolarizacao em meio a pressao financeira dos EUA,R$ 30 bilhões,nao_identificado_no_conteudo_disponivel,"Durigan relembrou a operação de abril, quando o país fez a maior emissão de papéis nacionais em uma rodada da história brasileira, captando 5 bilhões de euros (R$ 30 bilhões).",investimentos_financiamento,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/06/brasil-e-china-atuam-por-desdolarizacao-em-meio-a-pressao-financeira-dos-eua.shtml
hsia-5530051a0940,16,"China pode ajudar Brasil a enfrentar tarifa dos EUA, mas país deve ampliar parcerias",25%,nao_identificado_no_conteudo_disponivel,"A disposição da China em ampliar a cooperação econômica com o Brasil pode fortalecer a posição brasileira diante da ameaça de uma sobretaxa de 25% sobre produtos exportados aos Estados Unidos, avalia Hsia Hua Sheng, professor de Finanças Internacionais da FGV-EAESP.",comercio_brasil_china,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",CNBC Brasil,https://timesbrasil.com.br/mundo/china-pode-ajudar-brasil-a-enfrentar-tarifa-dos-eua/
hsia-9915915dbab8,16,"Em 8 graficos, veja como a relacao Brasil-China mudou em 50 anos",10%,nao_identificado_no_conteudo_disponivel,Raramente ultrapassava 10% do valor do produto interno bruto anual.,atividade_precos,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mundo/2024/08/em-8-graficos-veja-indicadores-que-aproximaram-ou-afastaram-brasil-e-china-em-50-anos.shtml
hsia-9915915dbab8,16,"Em 8 graficos, veja como a relacao Brasil-China mudou em 50 anos",19%,nao_identificado_no_conteudo_disponivel,"Com a diversificação da economia e o crescimento do setor de serviços, o comércio exterior hoje representa 19%, o que po",comercio_brasil_china,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mundo/2024/08/em-8-graficos-veja-indicadores-que-aproximaram-ou-afastaram-brasil-e-china-em-50-anos.shtml
hsia-9915915dbab8,16,"Em 8 graficos, veja como a relacao Brasil-China mudou em 50 anos","5,2%",nao_identificado_no_conteudo_disponivel,"No ano passado, teve 5,2% de PIB, o que não é ruim"", afirma Hsia Hua Sheng , vice-presidente do Bank of China no Brasil e professor da FGV-SP.",atividade_precos,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mundo/2024/08/em-8-graficos-veja-indicadores-que-aproximaram-ou-afastaram-brasil-e-china-em-50-anos.shtml
hsia-bd6325688e01,16,Mercado refaz contas com novo sobressalto da China,50%,nao_identificado_no_conteudo_disponivel,"A moeda chinesa pode perder até 50% do seu valor, arrastando junto a maioria das moedas emergentes.",rmb_cambio_reservas,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,http://www1.folha.uol.com.br/mercado/2016/01/1727162-mercado-refaz-contas-com-novo-sobressalto-da-china.shtml
hsia-9915915dbab8,16,"Em 8 graficos, veja como a relacao Brasil-China mudou em 50 anos",36%,2006,"A situação se altera primeiro para a China, que a partir dos anos 1990 começa a atrair investimentos de empresas ocidentais e a exportar produtos manufaturados para o mundo —o tamanho dessa atividade para o PIB atingiria um pico em 2006, com 36%.",investimentos_financiamento,nao,baixa,"O número integra o recorte metodológico, a amostra ou o resultado histórico do estudo e deve permanecer como evidência daquele período.",Folha de S.Paulo,https://www1.folha.uol.com.br/mundo/2024/08/em-8-graficos-veja-indicadores-que-aproximaram-ou-afastaram-brasil-e-china-em-50-anos.shtml
hsia-476697f7d4cb,17,Brasil e China atuam por desdolarizacao em meio a pressao financeira dos EUA,5 bilhões de euros,nao_identificado_no_conteudo_disponivel,"Durigan relembrou a operação de abril, quando o país fez a maior emissão de papéis nacionais em uma rodada da história brasileira, captando 5 bilhões de euros (R$ 30 bilhões).",investimentos_financiamento,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/06/brasil-e-china-atuam-por-desdolarizacao-em-meio-a-pressao-financeira-dos-eua.shtml
hsia-476697f7d4cb,17,Brasil e China atuam por desdolarizacao em meio a pressao financeira dos EUA,R$ 30 bilhões,nao_identificado_no_conteudo_disponivel,"Durigan relembrou a operação de abril, quando o país fez a maior emissão de papéis nacionais em uma rodada da história brasileira, captando 5 bilhões de euros (R$ 30 bilhões).",investimentos_financiamento,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,https://www1.folha.uol.com.br/mercado/2026/06/brasil-e-china-atuam-por-desdolarizacao-em-meio-a-pressao-financeira-dos-eua.shtml
hsia-bd6325688e01,17,Mercado refaz contas com novo sobressalto da China,50%,nao_identificado_no_conteudo_disponivel,"A moeda chinesa pode perder até 50% do seu valor, arrastando junto a maioria das moedas emergentes.",rmb_cambio_reservas,revisao_manual,media,"O valor é quantitativo e potencialmente variável, mas o conteúdo local não informa com segurança seu ano-base; é preciso conferir a fonte original antes de incluí-lo na fila de atualização.",Folha de S.Paulo,http://www1.folha.uol.com.br/mercado/2016/01/1727162-mercado-refaz-contas-com-novo-sobressalto-da-china.shtml
